"CodeStateID","Code"
1186,"def createNumberBlock(n):
    result = ''
    count = 1
    for row in range(1,n):
        result += '\
'
            for col in range(n):
                result += str(col+row)
                count += 1
    return result\"
1187,"def createNumberBlock(n):
    result = ''
    count = 1
    for row in range(1,n):
        result += '\
'
        for col in range(n):
            result += str(col+row)
            count += 1
    return result\"
1188,"def createNumberBlock(n):
    result = ''
    count = 1
    for row in range(1,n):
        for col in range(n):
            result += str(col+row)
            count += 1
        result += '\
'
    return result\"
1189,"def createNumberBlock(n):
    result = ''
    count = 1
    for row in range(1,n+1):
        for col in range(n):
            result += str(col+row)
            count += 1
        result += '\
'
    return result\"
1190,"def backwardsCombine(s1, s2):
    result += s2 + s1
	return\"
1191,"def firstAndLast(s):
	return s[0] + s[len(s)]"
1192,"def firstAndLast(s):
	return s[0] + s[len(s)-1]"
1193,"import string
def isPunctuation(s):
	return s in string.punctuation"
1194,"def isSubstring(s, t):
    if s != str(s) or t != str(t):
        return False
    if s in t:
        return True
	else: return False"
1195,"def isSubstring(s, t):
    if s != str(s) or t != str(t):
        return False
    if s in t:
        return True
	else:
	    return False"
1196,"def isSubstring(s, t):
    if s != str(s) or t != str(t):
        return False
    if s in t:
        return True
        else:
	        return False"
1197,"def isSubstring(s, t):
    if s != str(s) or t != str(t):
        return False
    if s in t:
        return True
    else:return False"
1198,"def singlePigLatin(s):
	return s[len(s)-1] + s[1:len(s)] + s[0]"
1199,"def singlePigLatin(s):
	return s[len(s)-1] + s[1:len(s)] + s[0] + 'ay'"
1200,"def singlePigLatin(s):
	return s[len(s)] + s[1:len(s)] + s[0] + 'ay'"
1201,"def singlePigLatin(s):
	return s[1:len(s)] + s[0] + 'ay'"
1202,"import string
def anyLowercase(s):
    for letter in s:
        if letter in string.ascii_lowercase
            return True
    return False"
1203,"import string
def anyLowercase(s):
    for letter in s:
        if letter in string.ascii_lowercase:
            return True
    return False"
1204,"import math
def middleElement(l):
    if (len(l)/2 % 2 == 0):
        return l[math.ceil(len(l)/2)]
    else: return l[len(l)/2]"
1205,"import math
def middleElement(l):
    length = len(l)
    if (length/2 % 2 == 0):
        return l[math.ceil(length/2)]
    else: return l[length/2]"
1206,"import math
def middleElement(l):
    length = len(l)
    if (length/2 % 2 == 0):
        return l[math.ceil(length/2)]
    else: return l[length//2]"
1207,"import math
def middleElement(l):
    length = len(l)
    if (length/2 % 2 == 0):
        return l[math.ceil(length//2)]
    else: return l[length//2]"
1208,"import math
def middleElement(l):
    length = len(l)
    if (length/2 % 2 == 0):
        return l[math.round(length//2)]
    else: return l[length//2]"
1209,"import math
def middleElement(l):
    length = len(l)
    if (length/2 % 2 == 0):
        return l[round(length//2)]
    else: return l[length//2]"
1210,"import math
def middleElement(l):
    length = len(l)
    if (length/2 % 2 == 0):
        return l[int(round(length//2))]
    else: return l[length//2]"
1211,"def secondHalf(l):
    length = len(l)
    if(length%2 == 0):
        return l[length//2 + 1]
    else:
        return l[length//2]"
1212,"def secondHalf(l):
    length = len(l)
    if(length%2 == 0):
        return l[length//2 + 1:length]
    else:
        return l[length//2:length]"
1213,"def secondHalf(l):
    length = len(l)
    if(length%2 == 0):
        return l[length//2:length]
    else:
        return l[length//2:length]"
1214,"def secondHalf(l):
    length = len(l)
    return l[length//2:length]"
1215,"def reduceToPositive(l):
    for digit in l:
        if int(digit) < 0:
            l.remove(digit)
    return l"
1216,"def reduceToPositive(l):
    for digit in l+1:
        if int(digit) < 0:
            l.remove(digit)
    return l"
1217,"def reduceToPositive(l):
    for digit in range(len(l)):
        if int(l[digit]) < 0:
            l.remove(l[digit])
    return l"
1218,"def reduceToPositive(l):
    for digit in range(len(l)+1):
        if int(l[digit]) < 0:
            l.remove(l[digit])
    return l"
1219,"def reduceToPositive(l):
    for digit in range(len(l)-1):
        if int(l[digit]) < 0:
            l.remove(l[digit])
    return l"
1220,"def helloWorld:
    'Hello World'
"
1221,"def helloWorld:
    print 'Hello World'
"
1222,"def helloWorld():
    print 'Hello World'
"
1223,"def helloWorld():
    print ('Hello World')
"
1224,"def helloWorld():
    return 'Hello World'"
1225,"def HW():
    return ('Hello World!')"
1226,"def HW():
    return print(('Hello World!'))"
1227,"def foo():
    return print(('Hello World!'))"
1228,"def foo():
    return '10'"
1229,"def 'helloWorld'():
    return '10'"
1230,"def double(x):
    return 2*x"
1231,"def findRoot(a, b, c):
    t = ((-b + ((b**2 - 4*a*c)**.5)) / (2*a))
    y = ((-b - ((b**2 - 4*a*c)**.5)) / (2*a))
    if y > t:
        return y
    else: return t"
1232,"import math

def howManyEggCartons(eggs):
	return math.ceil(eggs / 12)"
1233,"def kthDigit(x, k):
	return (x // 10**k) % 10"
1234,"import math
def nearestBusStop(street):
    x = math.ceil(street / 12)
	return 12*x\"
1235,"import math
def nearestBusStop(street):
    return  (math.ceil(street / 12)) * 12\"
1236,"import math
def nearestBusStop(street):
    return  (round(street / 12)) * 12\"
1237,"import math
def nearestBusStop(street):
    return  (round(street / 8)) * 8\"
1238,"import math
def nearestBusStop(street):
    return  (round(street // 8)) * 8\"
1239,"import math
def nearestBusStop(street):
    return  (math.floor(street / 8)) * 8\"
1240,"import math
def nearestBusStop(street):
    if (round(street/8)) % 10:
        return ((street//8)) * 8
    else:
        return  (round(street / 8)) * 8\"
1241,"import math
def nearestBusStop(street):
    if (round(street/8)) % 10 == 5:
        return ((street//8)) * 8
    else:
        return  (round(street / 8)) * 8\"
1242,"import math
def nearestBusStop(street):
    if ((street/8)) % 10 == 5:
        return ((street//8)) * 8
    else:
        return  (round(street / 8)) * 8\"
1243,"import math
def nearestBusStop(street):
    if ((street/8)) % 10 == 5:
        return ((street//8)) * 8
    else:
        return  (round(street / 8)) * 8
	                
print(12//8)"
1244,"import math
def nearestBusStop(street):
    if ((street/8)) % 10 == 5:
        return (math.floor(street/8)) * 8
    else:
        return  (round(street / 8)) * 8\"
1245,"import math
def nearestBusStop(street):
    if ((street/8)) % 1 == 0.5:
        return (math.floor(street/8)) * 8
    else:
        return  (round(street / 8)) * 8\"
1246,"def overNineThousand(powerLevel):
	if powerLevel > 9000:
	    return True\"
1247,"def overNineThousand(powerLevel):
	if powerLevel > 9000:
	    return True
	else:
	    return False"
1248,"def hasTwoDigits(x):
    if x >= 10:
	    return True"
1249,"def hasTwoDigits(x):
    if x >= 10 and x <= 100:
	    return True
	else:
	    return False"
1250,"def hasTwoDigits(x):
    if x >= 10 and x <100 :
	    return True
	else:
	    return False"
1251,"def hasTwoDigits(x):
    if x >= 10 and x < 100 :
	    return True\"
1252,"def hasTwoDigits(x):
    if x >= 10 and x < 100 :
	    return True
	else: return False\"
1253,"def hasTwoDigits(x):
    if x >= 10 and x < 100 :
	    return True
	else:
	    return False\"
1254,"def hasTwoDigits(x):
    if x >= 10 and x < 100 :
	    return True
	else :
	    return False\"
1255,"def hasTwoDigits(x):
    if x >= 10 and x < 100 :
	    return True
	return False\"
1256,"def hasTwoDigits(x):
    if x >= 10 and x < 100 :
	    return True
    else:
        return False\"
1257,"def canDrinkAlcohol(age, isDriving):
    if age < 21:
        return False
    elif age >= 21 and isDriving :
        return False
    else:
        return True"
1258,"def isEvenPositiveInt(x):
    if x % 2 == 0 and x > 0 and Type(x) == Type(int):
	    return True"
1259,"def isEvenPositiveInt(x):
    if x % 2 == 0 and x > 0 and Type(x) == int:
	    return True"
1260,"def isEvenPositiveInt(x):
    if x % 2 == 0 and x > 0 and x == Type(int):
	    return True"
1261,"def isEvenPositiveInt(x):
    if x % 2 == 0 and x > 0 :
	    return True"
1262,"def isEvenPositiveInt(x):
    if x == 0:
        return False
    if x % 2 == 0 and x > 0 :
	    return True
	else:
	    return False"
1263,"def isEvenPositiveInt(x):
    if x % 2 == 0 and x > 0 :
	    return True
	else:
	    return False"
1264,"def isEvenPositiveInt(x):
    if x == 0:
        return False
    elif x % 2 == 0 and x > 0 :
	    return True
	else:
	    return False"
1265,"def isEvenPositiveInt(x):
    if x == 0:
        return False
    elif x % 2 == 0 and x > 0 :
	    return True\"
1266,"def isEvenPositiveInt(x):
    if x == 0:
        return False
    elif x % 2 == 0 and x > 0 and x == type(int) :
	    return True\"
1267,"def isEvenPositiveInt(x):
    if x == 0:
        return False
    elif x % 2 == 0 and x > 0 :
	    return True
    else:
        return False\"
1268,"def isEvenPositiveInt(x):
    if x == 0:
        return False
    elif x % 2 == 0 and x > 0 :
	    return True
    else:
        return False"
1269,"def isEvenPositiveInt(x):
    if x == 0:
        return False
    elif x % 2 == 0 and x > 0 and type(x) == int :
	    return True
    else:
        return False\"
1270,"def isEvenPositiveInt(x):
    if x == 0:
        return False
    elif x % 2 == 0 and x > 0 and type(x) == type(int) :
	    return True
    else:
        return False\"
1271,"def isEvenPositiveInt(x):
    if x == 0:
        return False
    elif x % 2 == 0 and x > 0 and x % 1 == 0 :
	    return True
    else:
        return False\"
1272,"def overNineThousand(powerLevel):
	if powerLevel <= 9000:
	    return False
	else: True"
1273,"def overNineThousand(powerLevel):
	if powerLevel <= 9000:
	    return False
	else: 
	    return True"
1274,"def hasTwoDigits(x):
	if x>9 and x//100 == 0:
	    return True"
1275,"def hasTwoDigits(x):
	if x>9 and x//100 == 0:
	    return True
	else: 
	    return False"
1276,"def canDrinkAlcohol(age, isDriving):
	if age >=21 and isDriving == False:
	    return True
	else: return False"
1277,"def isEvenPositiveInt(x):
	if x == int(x) and x//2 == 2 and x > 0:
	    return True
	else return False"
1278,"def isEvenPositiveInt(x):
	if x == int(x) and x//2 == 2 and x > 0:
	    return True
	else: return False"
1279,"def isEvenPositiveInt(x):
	if x == int(x) and x == (2*(x//2)) and x > 0:
	    return True
	else: return False"
1280,"def isEvenPositiveInt(x):
	if x != int:
	    return False
	if x == int(x) and x == (2*(x//2)) and x > 0:
	    return True
	else: return False"
1281,"import math
def convertToDegrees(x):
    return math.x"
1282,"def isEvenPositiveInt(x):
	if x != int(x):
	    return False
	elif x != (2*(x//2)):
	    return False
	elif x <= 0:
	    return False
	else: return True"
1283,"def isEvenPositiveInt(x):
	if x == str(x):
	    return False
	if x != int(x):
	    return False
	elif x != (2*(x//2)):
	    return False
	elif x <= 0:
	    return False
	else: return True"
1284,"def carefulSquareRoot(x):
    if x<=0:
        return 'Error'
    else: return x**(1/2)"
1285,"def carefulSquareRoot(x):
    x = int(x)
    if x<=0:
        return 'Error'
    else: return x**(1/2)"
1286,"def carefulSquareRoot(x):
    if x < 0:
        return 'Error'
    if x >= 0:
        return x**(1/2)"
1287,"def castString(s, asNumber):
    if asNumber == True:
        return int(s)
    if asNumber != False:
        return s"
1288,"def castString(s, asNumber):
    if asNumber == s:
        return int(s)
    if asNumber != s:
        return s"
1289,"def stockChange(percentChange):
    if percentChange == 0:
        return 'No Change'
    if percentChange > 0:
        return 'Up'
    if percentchange < 0:
        return 'Down'"
1290,"def stockChange(percentChange):
    if percentChange == 0:
        return 'No Change'
    if percentChange > 0:
        return 'Up'
    if percentChange < 0:
        return 'Down'"
1291,"def oneToN(n):
    counter = 0
    for n in range (1, n+1)
        counter += 'n'
        print counter"
1292,"def oneToN(n):
    counter = 0
    for n in range (1, n+1):
        counter += 'n'
        return counter"
1293,"def oneToN(n):
    counter = 0
    for i in range (1, n+1):
        counter += 'i'
        return counter"
1294,"def oneToN(n):
    counter = ''
for i in range(1, n+1):
    counter += i
    return counter"
1295,"def oneToN(n):
    counter = ''
    for i in range(1, n+1):
        counter += 'i'
        return counter"
1296,"def oneToN(n):
    counter = ''
    for i in range(1, n+1):
        counter += i
        return counter"
1297,"def oneToN(n):
    counter = ''
    for i in range(1, n+1):
        counter += str(i)
        return counter"
1298,"def oneToN(n):
    counter = ''
    for i in range(1, n+1):
        counter += str(i)
    return counter"
1299,"def isPrime(n):
    if n != 2 and n//2 == 2*n:
        return False
    if n != 3 and n//3 == 3*n:
        return False
    if n != 5 and n//5 == 5*n:
        return False
    if n != 7 and n//7 == 7*n:
        return False
    else: return True"
1300,"def isPrime(n):
    if n != 2 and n//2 == 2*n:
        return False
    elif n != 3 and n//3 == 3*n:
        return False
    elif n != 5 and n//5 == 5*n:
        return False
    elif n != 7 and n//7 == 7*n:
        return False
    else: retur"
1301,"def isPrime(n):
    if n != 2 and n//2 == 2*(n//2):
        return False
    elif n != 3 and n//3 == 3*(n//3):
        return False
    elif n != 5 and n//5 == 5*(n//5):
        return False
    elif n != 7 and n//7 == 7*(n//7):
        return Fa"
1302,"def isPrime(n):
    if n<2:
        return False
    for factor in range(2,n):
        if n%factor == 0:
            return False
    return True\"
1303,"def sumOfDigits(n):
    counter = 0
    if n < 10:
        return n
    if n >= 10:
        while n > 0:
            counter += (n%10)
    return counter"
1304,"def sumOfDigits(n):
    counter = 0
    if n < 10:
        return n
    if n >= 10:
        while n > 0:
            counter += (n%10)
            n = n//10
    return counter"
1305,"def backwardsCombine(s1, s2):
	return (s2 + s1)"
1306,"def firstAndLast(s):
	return (s[0] + s[-1])"
1307,"import string
def isPunctuation(s):
	return (s in string.punctuation)"
1308,"def isSubstring(s, t):
	return (type(s) == str and type(t) == str and s in t)"
1309,"def isSubstring(s, t):
	return (type(s) == str and type(t) == str and str(s) in str(t))"
1310,"def isSubstring(s, t):
	return (type(s) == str and type(t) == str and t.find(s) > -1)"
1311,"def isSubstring(s, t):
	if (type(s) != str):
	    return False
	if (type(t) != str):
	    return False
	if (s not in t):
	    return False
	return True"
1312,"def isSubstring(s, t):
	if (type(s) != type('a')):
	    return False
	if (type(t) != type('a')):
	    return False
	if (s not in t):
	    return False
	return True"
1313,"def isSubstring(s, t):
	if (type(s) != str)):
	    return False
	if (type(t) != str):
	    return False
	if (s not in t):
	    return False
	return True"
1314,"def isSubstring(s, t):
	if (type(s) != str)):
	    return False
	if (type(t) != str)):
	    return False
	if (s not in t):
	    return False
	return True"
1315,"def isSubstring(s, t):
	return (type(s) == str and type(t) == str and (s in t))"
1316,"def treasureHunt(map):
    for c in map:
        if c == 'X':
            return 'treasure'
    return 'trick'"
1317,"def raiseToPower(x,y):
    result = x**y
    return result
"
1318,"def convertToDegrees(x):
    import math
     x ="
1319,"def convertToDegrees(x):
    import math
     x = degree function
     return degree function"
1320,"def convertToDegrees(x):
    import math
 x = degree function
     return degree function"
1321,"def isPunctuation(string):
    if string == !:
        return True
    else:
        return False
    
    
    
"
1322,"def intToFloat(x):
    return x / 1"
1323,"def howManyEggCartons(eggs):
	return eggs / 12"
1324,"def howManyEggCartons(eggs):
	return eggs // 12"
1325,"def howManyEggCartons(eggs):
	return eggs % 12"
1326,"def howManyEggCartons(eggs):
	return eggs / 12 and eggs % 12"
1327,"def howManyEggCartons(eggs):
	return eggs // 12 +1"
1328,"def howManyEggCartons(eggs):
    if eggs / 12 != int:
        return eggs / 12 + 1
    else:
        return eggs/12"
1329,"def kthDigit(x, k):
	return x[k]"
1330,"def kthDigit(x, k):
	i in range (x):
	    return x[i]"
1331,"def kthDigit(x, k):
	if i in range (x):
	    return x[i]
	 else:
	     return None"
1332,"def nearestBusStop(street):
	remainder = street % 8 
	return remainder + 8"
1333,"def nearestBusStop(street):
	remainder = street % 8 
	return remainder"
1334,"def backwardsCombine(s1, s2):
	return st2 + st1"
1335,"def backwardsCombine(s1, s2):
	st3 = []
	append.st3 st2
	append.st3 st1
	return st3"
1336,"def backwardsCombine(s1, s2):
	st3 = []
	append.st3 s2
	append.st3 s1
	return st3"
1337,"def backwardsCombine(s1, s2):
	st3 = []
	st3.append(s2)
	st3.append(s1)
	return st3"
1338,"def firstAndLast(s):
	s = []
	 if i in range (0, len(s)):
	     return s[0] + s[len(s)]
	 else:
	     return None"
1339,"def firstAndLast(s):
	s = []
	if i in range (0, len(s)):
	    return s[0] + s[len(s)]
	else:
	    return None"
1340,"def firstAndLast(s):
	s = []
	if s in range (0, len(s)):
	    return s[0] + s[len(s)]
	else:
	    return None"
1341,"def firstAndLast(s):
	s = []
	if s in range (0, len(s)):
	    return s[0] + s[len(s)]"
1342,"def firstAndLast(s):
	if s in range (0, len(s)):
	    return s[0] + s[len(s)]"
1343,"def firstAndLast(s):
    return s[0] + s[len(s)]"
1344,"def firstAndLast(s):
   for i in range (0,len(s)):
       return s[0] + s[len(s)]"
1345,"def firstAndLast(s):
   for i in range (0,len(s) + 1):
       return s[0] + s[len(s)]"
1346,"def firstAndLast(s):
    combination = 0
    
   for i in range (0,len(s) + 1):
       
       combination =  s[0] + s[len(s)]
       
       return combination"
1347,"def firstAndLast(s):
    combination = 0
    for i in range(0, len(s) + 1)
        combination = s[0] + s[len(s)]
    return combination
    \"
1348,"def firstAndLast(s):
    combination = 0
    for i in range(0, len(s) + 1):
        combination = s[0] + s[len(s)]
    return combination
    \"
1349,"def firstAndLast(s):
    combination = 0
    for i in range(0, len(s)):
        combination = s[0] + s[len(s)]
    return combination
    \"
1350,"def firstAndLast(s):
    combination = s[0] + s[len(s)]
    return combination
    \"
1351,"def firstAndLast(s):
    
    return s[0] + s[len(s)]
    \"
1352,"def firstAndLast(s):
    combination = s[:0] + len(s[:])
    return combination\"
1353,"def firstAndLast(s):
"
1354,"def firstAndLast(s):
    combination = s[:1] + s[:-1]
    return combination"
1355,"def firstAndLast(s):
    combination = s[:1] + s[5]
    return combination"
1356,"def firstAndLast(s):
    combination = s[:1] + s[:5]
    return combination"
1357,"def firstAndLast(s):
    combination = s[:] + s[:5]
    return combination"
1358,"def firstAndLast(s):
    combination = s[:] 
    return combination"
1359,"def firstAndLast(s):
    combination = s[:1] 
    return combination"
1360,"def firstAndLast(s):
    combination = s[:1] + s[5:]
    return combination"
1361,"import string
def isPunctuation(string):
    if string == '!':
        return True
    else:
        return False"
1362,"import math
def findRoot(a,b,c):
    quad = (-b + sqrt(b**2 - 4*a*c))/2*a
    quad2 = (-b - sqrt(b**2 - 4*a*c))/2*a
    if quad > quad2:
        return quad
    else:
        return quad2"
1363,"import math
def findRoot(a,b,c):
    quad = (-b + math.sqrt(b**2 - 4*a*c))/2*a
    quad2 = (-b - math.sqrt(b**2 - 4*a*c))/2*a
    if quad > quad2:
        return quad
    else:
        return quad2"
1364,"def intToFloat(x):
    return float(x)"
1365,"def leftoverCandy(candy_bars, friends):
    equal = candy_bars % friends
	return equal"
1366,"def leftoverCandy(candy_bars, friends):
    equal = candy_bars % friends
	    return equal"
1367,"def leftoverCandy(candy_bars, friends):
	    return candy_bars % friends"
1368,"def howManyEggCartons(eggs):
    return eggs // 12"
1369,"def howManyEggCartons(eggs):
    return eggs / 12"
1370,"def helloWorld ()
    return 'Hello World!'
"
1371,"def howManyEggCartons(eggs):
    quad = eggs // 12
    if quad % 2 != 0:
        return quad + 1
    else:
        return quad"
1372,"def raiseToPower (x,y):
    x ** y"
1373,"def raiseToPower (x,y):
    return x ** y"
1374,"def convertToDegrees (x):
    return x * 180 \"
1375,"def convertToDegrees (x):
    import math 
    return x * 180 / pi \"
1376,"def convertToDegrees (x):
    import math 
    return x * 180 / math.pi\"
1377,"def isPunctuation ():
    return 
"
1378,"def isPunctuation (string):
    return 
"
1379,"def isPunctuation (string):
    return string == string 
"
1380,"def isPunctuation (string):
    return string == 'string' 
"
1381,"def isPunctuation (string):
    return 'string' == 'string' 
"
1382,"def intToFloat(x):
    return x /1"
1383,"def howManyEggCartons(eggs):
	return int(eggs / 12)"
1384,"def howManyEggCartons(eggs):
	if eggs <= 12 
	    return 1 
	else: 
	return eggs // 12"
1385,"def howManyEggCartons(eggs):
	if eggs <= 12: 
	    return 1 
	else: 
	return eggs // 12"
1386,"def howManyEggCartons(eggs):
	if eggs <= 12: 
	    return 1 
	else: 
	    return eggs // 12"
1387,"def howManyEggCartons(eggs):
	if eggs == 0:
	    return 0
	elif eggs <= 12:
	    return 12 
	else:
	    return eggs // 12 \"
1388,"def howManyEggCartons(eggs):
	if eggs == 0:
	    return 0
	elif eggs <= 12:
	    return 1
	else:
	    return eggs // 12 \"
1389,"def howManyEggCartons(eggs):
	if eggs == 0:
	    return 0
	elif eggs <= 12:
	    return 1
	else:
	    return int(eggs / 12) \"
1390,"def reduceToPositive(l):
    new_list=[]
    for i in range (0,len(l)):
        l[i]>0
        append.new_list(len[i])
    return new_list"
1391,"def reduceToPositive(l):
    new_list=[]
    for i in range (0,len(l)):
        l[i]>0
        new_list.append(len[i])
    return new_list"
1392,"def reduceToPositive(l):
    new_list=[]
    for i in range (0,len(l)):
        l[i]>0
        new_list.append(l[i])
    return new_list"
1393,"def reduceToPositive(l):
    new_list=[]
    for i in range (0,len(l)):
        if l[i]>0:
        new_list.append(l[i])
    return new_list"
1394,"def reduceToPositive(l):
    new_list=[]
    for i in range (0,len(l)):
        if l[i]>0:
            new_list.append(l[i])
    return new_list"
1395,"def helloWorld():
    return 'Hello World'
"
1396,"def raiseToPower(x, y):
    return x **y"
1397,"def isPunctuation(n):
"
1398,"
"
1399,"def isPunctuation"
1400,"def isPunctuation(n):
    if n == '?'
        return True
    if n == '.'
        return True
    if n == '!'
        return True
    else:
        return False"
1401,"def isPunctuation(n):
    if n == '?':
        return True
    if n == '.':
        return True
    if n == '!':
        return True
    else:
        return False"
1402,"def isPunctuation(n):
    if n == '?':
        return True
    if n == '.':
        return True
    if n == '!':
        return True
    if n == ':':
        return True
    else:
        return False"
1403,"def findRoot(a, b, c):
    import math
    return (-b+math.sqrt(b**2 -4*a*c))/(2 * a)"
1404,"def howManyEggCartons(eggs):
	egg_count= eggs//12 
	if (eggs%12) > 0:
	    egg_count+= 1
	return egg_count"
1405,"def kthDigit(x, k):
    return ((x%10**k)-(x%10**(k-1))/(10**(k-1)\"
1406,"def kthDigit(x, k):
    return ((x%10**k)-(x%10**(k-1))/(10**(k-1)))\"
1407,"def kthDigit(x, k):
    return ((x%10**k)-(x%10**(k-1)))/(10**(k-1))\"
1408,"def nearestBusStop(street):
	bus_below = street//8
	bus_above = street//8 + 8
	if street-bus_below > bus_above-street:
	    return bus_below
	else:
	    return bus_above\"
1409,"def nearestBusStop(street):
	for stops in range(0, street+8, 8):
	    if abs(street-stops)<= 4:
	        return stops
	        \"
1410,"def firstAndLast(s):
	for n in range(0, len(s)-1)
	    return n[0] + n[len(s)-1]"
1411,"def firstAndLast(s):
	for n in range(0, len(s)-1):
	    return n[0] + n[len(s)-1]"
1412,"def firstAndLast(s):
	for n in range(0, len(s)-1):
	    return n[len(s)-1] + n[0]"
1413,"def firstAndLast(s):
	for n in range(0, len(s)-1):
	    return n[int(len(s)-1)] + n[0]"
1414,"def firstAndLast(s):
	for n in range(0, len(s)-1):
	    return n[len(s)-1], n[0]"
1415,"def firstAndLast(s):
    final = []
    for n in range(0, len(s)-1):
        final.append(n[0])
\"
1416,"def firstAndLast(s):
    final = []
    for n in range(0, len(s)):
        return n[0], n[len(s)-1]
\"
1417,"def firstAndLast(s):
    final = []
    for n in range(0, len(s)):
        return s[0], s[len(s)-1]
\"
1418,"def firstAndLast(s):
    final = []
    for n in range(0, len(s)):
        return s[len(s)-1]
\"
1419,"def firstAndLast(s):
    final = []
    for n in range(0, len(s)):
        return n[0] + s[len(s)-1]
\"
1420,"def firstAndLast(s):
    final = []
    for n in range(0, len(s)):
        return s[0] + s[len(s)-1]
\"
1421,"def singlePigLatin(s):
	for letter in range(0, len(s)):
	    pig_latin = s[1:len(s)-1] + s[0] + 'ay'
	    return pig_latin"
1422,"def singlePigLatin(s):
	for letter in range(0, len(s)):
	    pig_latin = s[1:len(s)] + s[0] + 'ay'
	    return pig_latin"
1423,"def overNineThousand(power_level):
	if power_level > 9000:
	    return True
	else:
	    return False"
1424,"def hasTwoDigits(x):
	if len(x) ==2:
	    return True
	else:
	    return False"
1425,"def hasTwoDigits(x):
	if x >=10 and x<= 99:
	    return True
	else:
	    return False"
1426,"def canDrinkAlcohol(age, is_driving):
	if age >= 21 and is_driving == False:
	    return ('you can drink')"
1427,"def canDrinkAlcohol(age, is_driving):
	if age >= 21 and is_driving == False:
	    return True"
1428,"def canDrinkAlcohol(age, is_driving):
	if age >= 21 and is_driving == False:
	    return True
	else:
	    return False"
1429,"def isEvenPositiveInt(x):
	if type(x) == int and x>= 0 and x%2 == 0:
	    return True
	else:
	    return False"
1430,"def isEvenPositiveInt(x):
	if type(x) == int and x> 0 and x%2 == 0:
	    return True
	else:
	    return False"
1431,"def isSubstring(s, t):
	if type(s) == str and type(t) == str:
	    return True
	else:
	    return False"
1432,"def isSubstring(s, t):
	if type(s) == str and type(t) == str and s in t:
	    return True
	else:
	    return False"
1433,"def howManyEggCartons(eggs):
    return int(eggs / 12)"
1434,"def howManyEggCartons(eggs):
    return int(eggs / 12) + 1"
1435,"def howManyEggCartons(eggs):
    if eggs % 12 == 0:
        return (eggs //12)
    else:
        return (eggs //12) +1"
1436,"def oneToN(n):
    return range(0,n_1)"
1437,"def oneToN(n):
    return range(0,n+1)"
1438,"def kthDigit(x, k):
    answer = x % (10**k)
    new = answer // (10**(k-1))
    return new\"
1439,"def oneToN(n):
    for n in range(0,n+1)
         print ('n', /n = 0)\"
1440,"def oneToN(n):
    for n in range(0,n+1)
         print ('n', \
 = 0)\"
1441,"def oneToN(n):
    for n in range(0,n+1)
         print (n, end = '')\"
1442,"def oneToN(n):
    for n in range(0,n+1):
         print (n, end = '')\"
1443,"def oneToN(n):
    for n in range(0,n+1):
         truth = (n, end = '')
    return truth"
1444,"def oneToN(n):
    for n in range(0,n+1):
         truth = (n, sep = '')
    return truth"
1445,"def oneToN(n):
    for n in range(0,n+1):
         truth = n + n
    return truth"
1446,"def oneToN(n):
    for x in range(0,n+1):
         print (x)
    return"
1447,"def oneToN(n):
    empty = ''
    for x in range(0,n+1):
        empty += x
    return empty\"
1448,"def sumOfDigits(n):
    for x in range(0, len(n)):
        return sum(x)"
1449,"def sumOfDigits(n):
    for x in range(0, len(str(n))):
        return sum(x)"
1450,"def firstAndLast(s):
    combination = s[:1] + s[len(s):]
    return combination"
1451,"def singlePigLatin(s):
	if i in range (0, len(s)):
	    new = s[0].append len(s)
	    return new + 'ay'\"
1452,"def singlePigLatin(s):
	s2 = []
	if i in range (1, len(s)):
	    s2.append(i)
	s2.append(s[0])
	    return s2 + 'ay'\"
1453,"def singlePigLatin(s):
	s2 = []
	if i in range (1, len(s)):
	    s2.append(i)
	s2.append(s[0])
	return s2 + 'ay'\"
1454,"def singlePigLatin(s):
	s2 = []
	if i in range (1, len(s)):
	    s2.append(i)
	s2.append(s[0])
	return s2 + 'ay'"
1455,"def hasTwoDigits(x):
	if x / 10 > 0:
	    return True
	else:
	     x / 10 > 10
	     return False
	return False"
1456,"def hasTwoDigits(x):
	if x // 10 > 0:
	    return True
	else:
	     x // 10 > 10
	     return False
	return False"
1457,"def hasTwoDigits(x):
    if x in range (100,100000000000):
        return False
	else x // 10 > 0:
	    return True\"
1458,"def hasTwoDigits(x):
    if x in range (100,100000000000):
        return False
        else x // 10 > 0:
	    return True\"
1459,"def hasTwoDigits(x):
    if x in range (100,100000000000):
        return False
    else x // 10 > 0:
	    return True\"
1460,"def hasTwoDigits(x):
    if x in range (100,100000000000):
        return False
    else:
        x // 10 > 0
	    return True\"
1461,"def hasTwoDigits(x):
    if x in range (100,100000000000):
        return False
    else:
        x // 10 > 0
            return True\"
1462,"def hasTwoDigits(x):
    if x in range (100,100000000000):
        return False
    elif: x in range (0,9):
        return False
    return True\"
1463,"def hasTwoDigits(x):
    if x in range (100,100000000000):
        return False
    elif x in range (0,9):
        return False
    return True\"
1464,"def hasTwoDigits(x):
    if x in range (100,100000000000):
        return False
    elif x in range (10,99):
        return True
    return False\"
1465,"def canDrinkAlcohol(age, is_driving):
	if is_driving == yes:
	    return 'Cannot drink'
	elif is_driving == no:
	    if age <= 21:
	        return 'Cannot drink'
	   else:
	       return 'Can drink'
	       \"
